CONTEXT,ID,TEXT
traveler:ARSKICKER1,Thanks bud!,"고맙네, 친구!"
traveler:ARSKICKER1,Do not forget to root for us at regionals.,여기서도 우리 팀을 응원해주게나!
traveler:ARSKICKER1,Ok. Well.,어디 보자.
traveler:ARSKICKER1,That is messed up.,엉망진창이로군.
traveler:ARSKICKER1,At least you give banner back right?,최소한 우승기는 돌려주겠지?
traveler:ARSKICKER1,At least you give banner back.,최소한 우승기는 돌려주게나.
traveler:ARSKICKER1,@The banner is mine now.,@우승기는 이제 제 겁니다.
traveler:ARSKICKER1,Oh boy.,"오, 이런."
traveler:ARSKICKER1,Such an asshole here.,빌어먹을 놈이로구만.
traveler:ARSKICKER1,"If guards do not kill me, coach will.",자넨 이제 감독한테 죽은 목숨일세.
traveler:BUSTED_SPY,I have not much time.,시간이 별로 없네.
traveler:BUSTED_SPY,You must hold on to these.,자네가 이걸 맡아주게나.
traveler:BUSTED_SPY,Keep them safe today.,하루 동안 잘 부탁하네.
traveler:BUSTED_SPY,I am being followed by an imposter.,협잡꾼 하나가 날 쫓고 있거든.
traveler:BUSTED_SPY,They pretend to be from the Ministry of Information but it is a lie.,"정보국 소속이라고 하겠지만, 다 거짓말일세."
traveler:BUSTED_SPY,"If they ask for documents, give these instead.","문서에 대해 묻거든, 이걸 전해주게나."
traveler:BUSTED_SPY,Do not mix them up.,헷갈리면 안 되네.
traveler:BUSTED_SPY_FOLLOWER,@Your papers?,@서류는 어딨습니까?
traveler:BUSTED_SPY_FOLLOWER,I am from the Ministry of Information.,난 정보국 소속일세.
traveler:BUSTED_SPY_FOLLOWER,You have something to give us.,우리에게 줄 게 있지 않나?
traveler:BUSTED_SPY_FOLLOWER,Perfect.,완벽하군.
traveler:GYM_INSTRUCTOR,You are skin and bones.,빼빼 마른 사람이로군.
traveler:GYM_INSTRUCTOR,Bet you have no real strength.,그래서 힘 쓰고 살겠나?
traveler:GYM_INSTRUCTOR,"Come to gym, I make you big.","근육을 키우고 싶다면, 체육관으로 오게나."
traveler:GYM_INSTRUCTOR,I guarantee you get big at Get Big Town.,몸짱 마을의 실력은 대단하거든.
traveler:GYM_INSTRUCTOR,Is what we do.,이런 일에 제격이지.
traveler:GYM_INSTRUCTOR,Denied? Hah.,불허라고? 참나.
traveler:GYM_INSTRUCTOR,This is what I expect from skinny weakling.,약골 따위한테 많은 걸 바랬구만.
traveler:OLD_INSPECTOR,I used to be an inspector like you.,나도 한때 검문관이었다네.
traveler:OLD_INSPECTOR,Many years ago. Back in United Fed.~,오래 전 일이지. 연방국에 있었을 무렵이니까.~
traveler:OLD_INSPECTOR,We denied most people.~,입국하는 사람이 드물었지.~
traveler:OLD_INSPECTOR,It is all done by computers now.,이젠 다 컴퓨터로 처리하더군.
traveler:OLD_INSPECTOR,They can deny much faster that way.,비자 발급을 거부하기도 쉬워졌겠군.
traveler:OLD_INSPECTOR,Good luck.,행운을 빌지.
traveler:OLD_INSPECTOR,I do not miss it.,자네를 기억하겠네.
traveler:OLD_INSPECTOR,What? Why am I denied?~,뭐라고? 왜 불허당한 거지?~
traveler:OLD_INSPECTOR,So this is what it feels like.~,불허당하면 이런 기분이었군.~
traveler:OLD_INSPECTOR,@Where is entry permit?,@입국 허가서는 어딨습니까?
traveler:OLD_INSPECTOR,"Eh, it does not matter what I say.",떠들어봐야 소용없겠지.
traveler:OLD_INSPECTOR,Just deny the visa and I will go.,비자 발급을 거부하게나. 조용히 갈테니까.
traveler:RED_STAMP,Red stamp.,붉은 도장을 찍어줘.
traveler:RED_STAMP,@What?,@뭐라고요?
traveler:RED_STAMP,Give me red stamp.,붉은 도장을 찍으라고.
traveler:RED_STAMP,I am serious.,진심이야.
traveler:RED_STAMP,I have better job offer in Impor.,임포르 쪽에 괜찮은 일거리가 있어서
traveler:RED_STAMP,Red stamp and I can break contract in Arstotzka.,아스토츠카 쪽과의 계약을 쫑내야 하거든.
traveler:RED_STAMP,10 credits for you.,열 장을 주도록 하지.
traveler:RED_STAMP,Damn it.,빌어먹을.
traveler:RED_STAMP,I am sure you deny people all day.,하루종일 붉은 도장을 찍어대면서
traveler:RED_STAMP,Why not now?,이번에는 왜 통과인데?
traveler:RED_STAMP,I figure something else out.,다른 방도를 찾아봐야겠군.
traveler:RED_STAMP,"Ok, now I get free from this bad job.","좋아, 이걸로 가난과는 안녕이군."
traveler:RED_STAMP,Thanks.,고마워.
traveler:NEED_SURGERY,I come for medical reasons.,치료를 받으러 왔어요.
traveler:NEED_SURGERY,@Your papers are missing.,@미제출된 서류가 있습니다만.
traveler:NEED_SURGERY,Please.,제발요.
traveler:NEED_SURGERY,Surgery I need is outlawed in Kolechia.,콜레치아에서는 불법인 수술이라고요.
traveler:NEED_SURGERY,"Even so, I do not trust doctors there.",게다가 돌팔이 의사도 많고요.
traveler:NEED_SURGERY,Only Arstotzka have skilled surgeons.,실력있는 의사들은 아스토츠카에만 있잖아요.
traveler:NEED_SURGERY,@You do not have the right documents.,@필요한 서류가 누락되었습니다.
traveler:NEED_SURGERY,Yes.,그렇겠죠.
traveler:NEED_SURGERY,They will not give papers for surgery.,수술에 필요한 서류가 없으니까요.
traveler:NEED_SURGERY,Thank you. I will not forget this.,고마워요. 잊지 않을게요.
traveler:NEED_SURGERY,I expected this.,유일한 희망이었어요.
traveler:NEED_SURGERY,I do not know how long I survive.,얼마나 살 수 있을런지 모르니까요.
traveler:NEED_SURGERY,But you do not care.~,하지만 당신은 냉혹하군요.~
traveler:NEED_SURGERY,I hope you are not in same place as me.,당신은 나처럼 되지 않길 바랄게요.
traveler:LOVE_SONG,I will leave this here.,난 여길 떠날거에요.
traveler:LOVE_SONG,Great!,어맛!
traveler:LOVE_SONG,You really super guy!~,당신 정말 꽃미남이야!~
traveler:LOVE_SONG,Can I have note back now?,돌려받을 수 있을까요?
traveler:LOVE_SONG,I need it for next inspector.,다음을 대비해야 하거든요.
traveler:LOVE_SONG,But I give you such lovely note!,그렇게 사랑스런 쪽지까지 줬건만!
traveler:LOVE_SONG,"Thanks and like I say, you super guy.",고마워요. 역시 꽃미남이라니까요.
traveler:LOVE_SONG,Do not forget.,잊지 마세요.
traveler:LOVE_SONG,Is too much?,너무 많은가요?
traveler:LOVE_SONG,@Yes.,@예.
traveler:LOVE_SONG,Is too much. I can see that now.,하긴 제가 보기에도 많아 보이네요.
traveler:LOVE_SONG,Next time I make couple copies first.,다음엔 처음부터 두장을 만들어야겠어요.
traveler:LOVE_SONG_LONELY,Life sucks.,거지 같은 인생.
traveler:LOVE_SONG_LONELY,Nobody loves me.,사랑받지도 못하다니.
traveler:LOVE_SONG_LONELY,For me?,나한테 주는거야?
traveler:LOVE_SONG_LONELY,Like fire?,불처럼 뜨거워?
traveler:LOVE_SONG_LONELY,Object of desire?,욕망의 주체?
traveler:LOVE_SONG_LONELY,"Wow, nobody say such nice things!",이런 말은 처음 들어봤어!
traveler:LOVE_SONG_LONELY,Part about visa is confusing but rest is very powerful.,비자를 찍어달라는 부분만 빼면 괜찮은걸.
traveler:LOVE_SONG_LONELY,Thank you!,고마워!
traveler:LOVE_SONG_LONELY,Thank you again!,정말 고마워!
traveler:LOVE_SONG_LONELY,Thanks I guess.,감사를 표하지.
traveler:LOVE_SONG_LONELY,No problem!,괜찮아!
traveler:LOVE_SONG_LONELY,Today is good day anyway!,오늘은 행복한 날이니까.
traveler:LOVE_SONG_LONELY,Even you hate me.,당신한테 미움받아도 말이지.
traveler:LOVE_SONG_LONELY,Some guy I do not even know.,어차피 모르는 사람인걸.
traveler:KOLECHIAN_HATER,It was a mistake to open this checkpoint.,이 검문소를 개방한 건 실수였어.
traveler:FINALLY_RETURN_HOME,Finally I can return home.,마침내 고향에 갈 수 있겠군.
traveler:FINALLY_RETURN_HOME,You bastard.,빌어먹을 놈.
traveler:FINALLY_RETURN_HOME,Thank you.,고마워.
traveler:SMALL_CHECKPOINT,This checkpoint is smaller than I expected.,예상보다 작은 검문소인걸.
traveler:WAITED_FOREVER,I have waited in this damn line since for 8 hours.,장장 8시간이나 대기하고 있었단 말이야.
traveler:WAITED_FOREVER,I hope it was worth it.,수확은 있었으면 좋겠군.
traveler:WAITED_FOREVER,Unbelievable. Go to hell.,말도 안 돼. 나가죽으라고.
traveler:HURRY_UP,Hurry up.,서둘러.
traveler:HURRY_UP,I am meeting bus soon.,곧 버스가 온단 말이야.
traveler:HURRY_UP,What is this?,이게 뭐야?
traveler:HURRY_UP,Finally.,드디어.
traveler:GLAD_YOU_HAVE_JOB,I heard about terrorist attack.,테러리스트가 공격했다던데.
traveler:GLAD_YOU_HAVE_JOB,You are lucky to have a job still.,살아서 일할 수 있다니 다행이야.
traveler:GLAD_YOU_HAVE_JOB,Be safe.,몸조심하라고.
traveler:TICKET_NOT_PERMIT,What? I do not know. To visit?,뭐라고? 글쎄. 누굴 만나러 왔지.
traveler:TICKET_NOT_PERMIT,A few days maybe.,며칠 쯤 머무를거야.
traveler:TICKET_NOT_PERMIT,Entry permit? I have ticket here.,입국 허가서? 표만 있으면 되잖아.
traveler:TICKET_NOT_PERMIT,Let me through.,통과시켜 달라고.
traveler:TICKET_NOT_PERMIT,@Ticket is not enough any more.,@표는 더 이상 받지 않습니다.
traveler:TICKET_NOT_PERMIT,@Get a permit.,@허가서를 발급받으십시오.
traveler:TICKET_NOT_PERMIT,Bullshit!,제기랄!
traveler:TICKET_NOT_PERMIT,I paid good money for ticket.,표값으로 얼마를 날렸는데.
traveler:VISIT_SON,I am so happy that the border has opened.,국경이 개방되서 다행이야.
traveler:VISIT_SON,I will visit my son. I have not seen him in six years. [Speech/Purpose],아들을 만나러왔어. 6년이나 얼굴을 못 봤거든. [Speech/Purpose]
traveler:VISIT_SON,6 months. [Speech/Duration],6개월 동안 머물러야지. [Speech/Duration]
traveler:VISIT_SON,"Please, let me pass. My son is waiting.",통과시켜 달라고. 아들이 기다리니까.
traveler:VISIT_SON,Thank you.,고마워.
traveler:VISIT_SON,Curse you.,망할 자식.
traveler:DETAIN_FIRST,Hey wait.,잠깐만요.
traveler:DETAIN_FIRST,"Do not arrest me, please.",체포하지 말아주세요.
traveler:DETAIN_FIRST,Just deny my passport and I will go away.,여권을 돌려주시면 그냥 돌아갈게요.
traveler:HATE_COUNTRY,It is not my choice. I hate this damn country.,선택권이 없었어. 이 망할 곳은 정말 싫거든.
traveler:HATE_COUNTRY,I am just passing through. [Speech/Purpose],그냥 지나가는 것 뿐이야. [Speech/Purpose]
traveler:HATE_COUNTRY,As little as possible. 2 days. [Speech/Duration],최대한 빨리 가야지. 이틀 걸리겠군. [Speech/Duration]
traveler:HATE_COUNTRY,Ugh.,으윽.
traveler:HATE_COUNTRY,Just as well.,오히려 다행이군.
traveler:SEARCH_BRIBE_INTRO,Slow down my friend.,"진정하라고, 친구."
traveler:SEARCH_BRIBE_INTRO,I have only harmless medicine.,의료용 약물 뿐이니까 말이야.
traveler:SEARCH_BRIBE_INTRO,I give you 10 credits to let me through.,지나가게 해주면 열 장을 주겠네.
traveler:SEARCH_BRIBE_INTRO,Excellent.,딱 좋구만.
traveler:SEARCH_BRIBE_INTRO,As I promised.,약속한 대가일세.
traveler:SEARCH_BRIBE_INTRO,Why you turn down good money?,빳빳한 지폐가 싫은건가?
traveler:SEARCH_BRIBE_INTRO,@You are lucky to escape arrest.,@체포하지 않은 걸 다행으로 여기라고.
traveler:SEARCH_BRIBE_INTRO,@Do not come back.,@다신 돌아오지 마.
traveler:SEARCH_BRIBE_INTRO,@You cannot bribe an officer of Arstotzka.,@아스토츠카의 공무원을 매수할 순 없으니까.
traveler:SEARCH_BRIBE_INTRO,"They must pay well for such obedience, dog.","꼬리를 흔들면서 충성하는구만, 애완견 형씨."
traveler:TWO_PASSPORTS,Shit!,빌어먹을!
traveler:TWO_PASSPORTS,I make small mistake.,착오가 있었네.
traveler:TWO_PASSPORTS,Please give documents back.,서류를 돌려줬으면 좋겠네.
traveler:TWO_PASSPORTS,@Why do you have two passports?,@왜 여권을 두 개나 가지고 있습니까?
traveler:TWO_PASSPORTS,Is funny story.,말하자면 기네.
traveler:TWO_PASSPORTS,I tell you everything.,다 말해주겠네.
traveler:TWO_PASSPORTS,"First, you give papers back to me.",우선 서류부터 돌려주게나.
traveler:TWO_PASSPORTS,And the others?,나머지는?
traveler:TWO_PASSPORTS,Last one please.,남은 것도 돌려주게나.
traveler:IDSUPPLEMENT_COMPLAIN,This id supplement is total pain.,신분 확인서라니 끔찍하구만.
traveler:IDSUPPLEMENT_COMPLAIN,Was not easy to get and only lasts few days.,"발급받기도 어려울 뿐더러 기간도 짧으니, 원."
traveler:IDSUPPLEMENT_COMPLAIN,You Arstotzkans just make it harder and harder.,아스토츠카 놈들도 점점 깐깐해지는걸.
traveler:IDSUPPLEMENT_COMPLAIN,Why even have open border?,무슨 생각으로 국경을 개방한건지.
traveler:IDSUPPLEMENT_COMPLAIN,Bah.,쳇.
traveler:IDSUPPLEMENT_COMPLAIN,Would be better to spend money on bribe.,돈으로 매수하는 게 더 낫겠군.
traveler:IDSUPPLEMENT_COMPLAIN,Less trouble and faster.,문제도 적고 빠르니까.
traveler:IDSUPPLEMENT_COMPLAIN,I knew it would not even work.,통하진 않겠지만 말이야.
traveler:CRIMINAL_FIRST,@Funny to see you here.,@여기서 보다니 반갑군.
traveler:CRIMINAL_FIRST,@Just when starting to look for criminals.,@범죄자들을 수배하려던 참이었거든.
traveler:CRIMINAL_FIRST,Criminals?,범죄자라고?
traveler:CRIMINAL_FIRST,What are you saying?,무슨 말을 하는거야?
traveler:DENIAL_REASON_FIRST,Denied?,입국 불허라고?
traveler:DENIAL_REASON_FIRST,For what reason?,뭣 때문에 그러는데?
traveler:DENIAL_REASON_FIRST,@It is clearly stamped there.,@도장에 찍혀있습니다만.
traveler:DENIAL_REASON_FIRST,Oh.~,이런.~
traveler:DENIAL_REASON_FIRST,Screw you anyways.,빌어먹을 놈 같으니.
traveler:NO_IMPORIANS_FIRST,@Imporians are prohibited from entering.,@임포르 출신은 입국할 수 없습니다.
traveler:NO_IMPORIANS_DAY,@Imporians are prohibited from entering.,@임포르 출신은 입국할 수 없습니다.
traveler:NO_UNITEDFED_FIRST,@Do not bring your sickness to Arstotzka.,@환자는 아스토츠카에 출입할 수 없습니다.
traveler:NO_UNITEDFED_FIRST,What?,뭐라고?
traveler:NO_UNITEDFED_FIRST,I am perfectly healthy.,난 건강하단 말이야.
traveler:NO_UNITEDFED_FIRST,It is so easy to deny entry.,불허할 사유 만들기도 참 쉽군.
traveler:NO_UNITEDFED_FIRST,All this paperwork is wasted.,서류 심사 따위는 허울이었어.
traveler:NO_UNITEDFED,@Do not bring your sickness to Arstotzka.,@환자는 아스토츠카에 출입할 수 없습니다.
traveler:NO_UNITEDFED,What?,뭐라고?
traveler:NO_UNITEDFED,I am perfectly healthy.,난 건강하단 말이야.
traveler:NO_UNITEDFED,It is so easy to deny entry.,불허할 사유 만들기도 참 쉽군.
traveler:NO_UNITEDFED,All this paperwork is wasted.,서류 심사 따위는 허울이었어.
traveler:CONFISCATION_DISTRICT_FIRST,Thank you. It is good to be back home.,고맙군. 고향에 돌아오니 기쁜걸.
traveler:CONFISCATION_DISTRICT_FIRST,I am leaving for trip soon so I just need my passport back.,"곧 떠날테니 여권을 돌려주게나."
traveler:CONFISCATION_DISTRICT_FIRST,@It is being confiscated.,@여권은 압수했습니다.
traveler:CONFISCATION_DISTRICT_FIRST,What do you mean?,그게 무슨 소리지?
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip for recovery.,@관련 부서에 연락하십시오.
traveler:CONFISCATION_DISTRICT_FIRST,You can just hand it back.,그냥 돌려주면 될 일이잖나.
traveler:CONFISCATION_DISTRICT_FIRST,@It has been filed. I cannot give it back.,@이미 압수한터라 돌려드릴 순 없습니다.
traveler:CONFISCATION_DISTRICT_FIRST,I am not leaving without passport.,여권 없이는 떠나지 않겠네.
traveler:CONFISCATION_DISTRICT_FIRST,Where is my passport?,여권은 어디 있나?
traveler:CONFISCATION_DISTRICT_FIRST,You deny entry and take passport?,"입국도 불허됐는데, 여권까지 빼앗겠다고?"
traveler:CONFISCATION_DISTRICT_FIRST,What am I supposed to do?,나보고 어쩌라는 거야?
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip.,@해당 부서로 연락하십시오.
traveler:CONFISCATION_DISTRICT_FIRST,You cannot do this to me!,이럴 순 없다고!
traveler:CONFISCATION_DISTRICT_FIRST,I am Arstotzkan citizen.,난 아스토츠카 국민이란 말이야.
traveler:CONFISCATION_DISTRICT_FIRST,I have right to travel freely.,자유롭게 출입할 권리가 있다고.
traveler:WHISTLEBLOWER,Thank you.,고마워.
traveler:WHISTLEBLOWER,I hope that things are better here.,여기라면 마음놓을 수 있겠군.
traveler:WHISTLEBLOWER,What? I was promised asylum here.,뭐야? 은신처를 제공한다고 했었는데.
traveler:WHISTLEBLOWER,I have nowhere else to go.,더 이상 숨을데도 없다고.
traveler:WHISTLEBLOWER,@This is not my problem.,@제 알 바 아니잖습니까.
traveler:ACCESSPERMIT_FIRST,You Arstotzkans keep changing rules here.,아스토츠카 정부는 매번 정책을 바꾸는군.
traveler:ACCESSPERMIT_FIRST,My sister came through last week with different documents.,지난 주에 여길 지났던 여동생은 다른 서류를 가져갔는데.
traveler:ACCESSPERMIT_FIRST,Now I need new access permit.,이제는 입경 허가서를 필요하다나.
traveler:ACCESSPERMIT_FIRST,Costs twice as much as before.,전보다 가격은 두 배로 비싸졌어.
traveler:ACCESSPERMIT_WRONG,What the hell is access permit?,입경 허가서란 게 뭐지?
traveler:ACCESSPERMIT_WRONG,Do you mean entry permit?,입국 허가서 말이야?
traveler:ACCESSPERMIT_WRONG,I have it there.,그거라면 있지.
traveler:ACCESSPERMIT_WRONG,@I mean access permit.,@입경 허가서라고 했습니다.
traveler:ACCESSPERMIT_WRONG,Never heard of it. Sounds stupid.,처음 들어보는데. 웃기는 이름이군.
traveler:ACCESSPERMIT_WRONG,@Entry permit and supplement are no longer accepted.,@입국 허가서와 확인서는 더 이상 받지 않습니다.
traveler:ACCESSPERMIT_WRONG,@Access permit replaces them.,@모두 입경 허가서로 대체했습니다.
traveler:ACCESSPERMIT_WRONG,@Makes my job easier.,@작업을 편히 진행하려고요.
traveler:ACCESSPERMIT_WRONG,I do not care about your job.,댁의 사정이야 알 바 없어.
traveler:ACCESSPERMIT_WRONG,Damnit.,빌어먹을.
traveler:STRICT_BORDER,I've heard this is very strict checkpoint.,여기는 엄격한 검문소로 소문나있더군.
traveler:STRICT_BORDER,I am glad my papers are in order.,내 서류가 완벽하다니 다행이야.
traveler:DESPERATE_BEFORECLOSE,I have heard the border will close.,국경을 폐쇄한다고 들었는데.
traveler:DESPERATE_BEFORECLOSE,My access permit will not arrive in time.,그 때까지 입경 허가서를 발급받지 못할거야.
traveler:DESPERATE_BEFORECLOSE,Please have mercy.,사정 좀 봐달라고.
traveler:DESPERATE_BEFORECLOSE,Yes I know. I just told you that.,알고 있어. 아까 말했잖아.
traveler:DESPERATE_BEFORECLOSE,I am afraid the border will close before I can enter.,서류를 발급받기 전에 국경이 폐쇄당하겠군.
traveler:WALLCOMMENT_PLAQUEONE,What is this plaque on the wall?,여기 벽에 붙은 건 뭐지?
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for presence?,참가했다는 증표 같은 건가?
traveler:WALLCOMMENT_PLAQUEONE,Way to go.,멋지구만.
traveler:WALLCOMMENT_PLAQUEONE,What is this on the wall?,여기 벽에 붙은 건 뭐지?
traveler:WALLCOMMENT_PLAQUEONE,Recognized for sufficience?,적임자라는 증표인가?
traveler:WALLCOMMENT_PLAQUEONE,Impressive. Why even bother with plaque?,대단한걸. 이런 거에 연연할 필요는 없지만.
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for excellence?,실적을 인정받은 건가?
traveler:WALLCOMMENT_PLAQUEONE,I hope they give you raise and not just plaque.,돈이나 더 주고 이런걸 주나 모르겠구만.
traveler:WALLCOMMENT_PLAQUEONE,Find a better plaque.,더 좋은걸로 걸어두라고.
traveler:WALLCOMMENT_PLAQUEONE,This one looks like cheap shit.,이건 싸구려처럼 보이잖아.
traveler:WALLCOMMENT_PLAQUEONE,Figures.,꼬락서니 하고는.
traveler:WALLCOMMENT_PLAQUEONE,You are like this plaque.,댁이랑 잘 어울리는걸.
traveler:WALLCOMMENT_PLAQUEONE,Cheap shit.,둘 다 싸구려니까.
traveler:WALLCOMMENT_PLAQUEONE,What the hell?,뭐하자는 짓거리야?
traveler:WALLCOMMENT_ARSKICKER,Nice banner!,멋진 우승기군.
traveler:WALLCOMMENT_ARSKICKER,I remember that game.,저 시합 기억나는데.
traveler:WALLCOMMENT_ARSKICKER,Intense.,대단했지.
traveler:WALLCOMMENT_ARSKICKER,Go Arskickers!,"아스키커스, 힘내라!"
traveler:WALLCOMMENT_ARSKICKER,What the hell?,뭐하자는 거야?
traveler:WALLCOMMENT_ARSKICKER,I thought we have Arskickers connection.,아스키커스로 대동단결한 거 아니었어?
traveler:WALLCOMMENT_SONDRAWING,What is this drawing on the wall?,"벽에 걸린 그림 꼬라지가, 원."
traveler:WALLCOMMENT_SONDRAWING,My dog can do better.,내 애완견이 더 잘 그리겠군.
traveler:WALLCOMMENT_SONDRAWING,@It is from my son.,@제 아들이 그린겁니다만.
traveler:WALLCOMMENT_SONDRAWING,Oh.~,이런.~
traveler:WALLCOMMENT_SONDRAWING,Maybe he should try sports.,운동을 시키는 게 나을 것 같군.
traveler:WALLCOMMENT_SONDRAWING,Thanks.,고맙군.
traveler:WALLCOMMENT_SONDRAWING,The drawing is not so bad really.,그리 나쁜 그림은 아니었네.
traveler:WALLCOMMENT_SONDRAWING,I was just in rough mood. Sorry.,내가 너무 격하게 반응했군.
traveler:WALLCOMMENT_SONDRAWING,Huh?,뭐야?
traveler:WALLCOMMENT_SONDRAWING,"You deny me for comment about drawing, right?",아까 한 말 때문에 입국을 불허한거야?
traveler:WALLCOMMENT_SONDRAWING,@The exit is to your right.,@출구는 오른쪽입니다.
traveler:WALLCOMMENT_SONDRAWING,What are you doing?,뭐하자는 짓거리야?
traveler:WALLCOMMENT_SONDRAWING,Is this because I make fun of drawing?,그림 하나 비웃었다고 이러기냐고!
traveler:WALLCOMMENT_SONDRAWING,I take it back!,그 말 철회하지.
traveler:WALLCOMMENT_SONDRAWING,Picture should be in museum!,미술관에 어울리는 그림이야!
traveler:WALLCOMMENT_FAMILYPHOTO,I like picture on wall here.,마음에 드는 사진인걸.
traveler:WALLCOMMENT_FAMILYPHOTO,Reminds me of how my family was.,우리 가족을 떠올리게 하거든.
traveler:WALLCOMMENT_FAMILYPHOTO,Thank you.,고맙네.
traveler:WALLCOMMENT_FAMILYPHOTO,Take care of your family.,가족을 잘 돌보게나.
traveler:WALLCOMMENT_FAMILYPHOTO,It is too easy to lose them.,잃기도 쉬운 게 가족이니까.
speech:ask-purpose,What is the purpose of your trip?,무슨 목적으로 오셨습니까?
speech:state-purpose,Visiting.,누굴 만나려고.
speech:state-purpose,Just visiting.,만날 사람이 있어.
speech:state-purpose,I am visiting relatives.,친척을 만나려고.
speech:state-purpose,Visiting friends.,친구를 만나려고.
speech:state-purpose,I come for visit.,잠깐 만날 사람이 있어서.
speech:state-purpose,Only to visit.,볼 사람이 있어.
speech:state-purpose,I will visit friends.,친구 좀 만나려고.
speech:state-purpose,Transit.,지나가려고.
speech:state-purpose,I pass through.,지나가는 길이야.
speech:state-purpose,Transit through the country.,다른 나라로 가는 길이지.
speech:state-purpose,I am transiting to elsewhere.,다른 지역으로 가려고.
speech:state-purpose,Transit through Arstotzka.,아스토츠카를 지나가려고.
speech:state-purpose,Passing through.,지나가는 길이지.
speech:state-purpose,I am in transit.,지나가는 중이야.
speech:state-purpose,Work.,일하러왔지.
speech:state-purpose,I come to work.,직장을 구해서 말이야.
speech:state-purpose,I have job here.,일자리를 구했거든.
speech:state-purpose,I plan to work.,직업을 구하려고.
speech:state-purpose,Immigrating.,이민왔지.
speech:state-purpose,I am immigrating to Arstotzka.,아스토츠카에 귀화하려고.
speech:state-purpose,I will move here.,여기에서 살려고.
speech:state-purpose,I am coming to live with my husband.,남편과 함께 살고자 왔지.
speech:state-purpose,I am coming to live with my wife.,아내와 함께 살려고 왔지.
speech:state-purpose,I am diplomatic envoy.,이 몸은 외교 사절단일세.
speech:state-purpose,I was called to diplomatic discussions.,외교 회담에 참여하려고 왔네.
speech:state-purpose,My presence was requested.,회의에 참석하고자 왔네.
speech:state-purpose,I am seeking asylum.,망명지를 찾아왔네.
speech:state-purpose,I come for political asylum.,정치적 망명일세.
speech:state-purpose,Asylum.,망명하러 왔지.
speech:ask-wrong-purpose,This entry permit is for work.,서류 상에는 업무라고 적혀있습니다만.
speech:ask-wrong-purpose,You are authorized for transit only.,서류 상으론 통과만 허용됩니다.
speech:ask-wrong-purpose,You have only a visitors entry permit.,서류 상으론 방문만 허용됩니다.
speech:ask-wrong-purpose,This entry permit is for immigrating.,귀화가 목적이라 적혀있습니다만.
speech:ask-wrong-purpose,Your entry purpose does not match up.,방문 목적이 진술과 불일치합니다.
speech:ask-wrong-purpose,This entry permit purpose does not match.,방문 목적을 다르게 진술했습니다.
speech:mistake-prefix,Right.,"그랬지, 참."
speech:mistake-prefix,I make mistake.,실수했군.
speech:mistake-prefix,"Yes, of course.","맞아, 그랬었지."
speech:mistake-prefix,Apologies.,미안하군.
speech:wrong-purpose,$mistake-prefix I am just visiting.,$mistake-prefix 만날 사람이 있어.
speech:wrong-purpose,$mistake-prefix I just pass through.,$mistake-prefix 지나가는 길이야.
speech:wrong-purpose,$mistake-prefix I have come to work.,$mistake-prefix 직장을 구했거든.
speech:wrong-purpose,$mistake-prefix I move here permanently.,$mistake-prefix 귀화할 생각이야.
speech:ask-duration,Duration of stay?,체류 기간은?
speech:random-stay,I stay,"음,"
speech:random-stay,I remain for,아마
speech:random-stay,It will be,"글쎄,"
speech:state-duration,$random-stay forever.,$random-stay 평생이겠지.
speech:state-duration,$random-stay until I die.,$random-stay 죽을 때까지려나.
speech:state-duration,I don't plan to leave.,눌러살 생각인데.
speech:state-duration,$random-stay just 2 days.,$random-stay 이틀 정도겠군.
speech:state-duration,$random-stay couple days.,$random-stay 이틀 정도야.
speech:state-duration,$random-stay just 14 days.,$random-stay 14일 쯤이려나.
speech:state-duration,$random-stay couple weeks.,$random-stay 2주 정도겠군.
speech:state-duration,$random-stay only two weeks.,$random-stay 2주 쯤이야.
speech:state-duration,$random-stay 30 days.,$random-stay 30일 쯤이려나.
speech:state-duration,$random-stay a few weeks.,$random-stay 몇 주 정도겠군.
speech:state-duration,$random-stay one month.,$random-stay 한 달 정도야.
speech:state-duration,$random-stay 60 days.,$random-stay 60일 정도려나.
speech:state-duration,$random-stay 8 weeks.,$random-stay 8주 쯤이겠군.
speech:state-duration,$random-stay couple months.,$random-stay 2달 정도야.
speech:state-duration,$random-stay two months.,$random-stay 2달이려나.
speech:state-duration,$random-stay 90 days.,$random-stay 90일 쯤이려나.
speech:state-duration,$random-stay 12 weeks.,$random-stay 12주 정도겠군.
speech:state-duration,$random-stay three months.,$random-stay 3달 정도야.
speech:state-duration,$random-stay a few months.,$random-stay 몇 달 쯤이겠군.
speech:state-duration,$random-stay six months.,$random-stay 6달 정도야.
speech:state-duration,$random-stay half a year.,$random-stay 반 년 쯤이려나.
speech:state-duration,$random-stay one year.,$random-stay 1년 정도야.
speech:state-duration,$random-stay full year.,$random-stay 1년 정도겠군.
speech:state-duration,$random-stay a year.,$random-stay 1년 쯤이야.
speech:ask-wrong-duration,The length of your stay is different.,체류 기간이 진술과 다릅니다만.
speech:wrong-duration,$mistake-prefix $state-duration,$mistake-prefix $state-duration
